Sample,Ind,Month,species,propDiet,season
Sample163,Ind11,9,steelhead salmon,0.02846227429752392,Summer
Sample163,Ind11,9,pink salmon,0,Summer
Sample163,Ind11,9,sablefish,0.05176133486190988,Summer
Sample163,Ind11,9,lingcod,0,Summer
Sample163,Ind11,9,arrowtooth flounder,0,Summer
Sample163,Ind11,9,Pacific halibut,0,Summer
Sample164,Ind30,4,Chinook salmon,0.532210069209052,Spring
Sample164,Ind30,4,chum salmon,0.13853408464061145,Spring
Sample164,Ind30,4,coho salmon,0.19600530182361392,Spring
Sample164,Ind30,4,steelhead salmon,0.026808534961151462,Spring
Sample164,Ind30,4,pink salmon,0,Spring
Sample164,Ind30,4,sablefish,0,Spring
Sample164,Ind30,4,lingcod,0,Spring
Sample164,Ind30,4,arrowtooth flounder,0,Spring
Sample164,Ind30,4,Pacific halibut,0.10046031218863584,Spring
Sample165,Ind5,3,Chinook salmon,0.3035604626835363,Winter
Sample165,Ind5,3,chum salmon,0.15575226598874584,Winter
Sample165,Ind5,3,coho salmon,0.23797924274307172,Winter
Sample165,Ind5,3,steelhead salmon,0.028488720912750908,Winter
Sample165,Ind5,3,pink salmon,0,Winter
Sample165,Ind5,3,sablefish,0,Winter
Sample165,Ind5,3,lingcod,0.16941308104311417,Winter
Sample165,Ind5,3,arrowtooth flounder,0.016932881403619378,Winter
Sample165,Ind5,3,Pacific halibut,0.08787334522516167,Winter
Sample166,Ind16,11,Chinook salmon,0.15067675450750873,Autumn
Sample166,Ind16,11,chum salmon,0.476369410187237,Autumn
Sample166,Ind16,11,coho salmon,0.1810680134889484,Autumn
Sample166,Ind16,11,steelhead salmon,0.04857262233256978,Autumn
Sample166,Ind16,11,pink salmon,0,Autumn
Sample166,Ind16,11,sablefish,0.11171005719572703,Autumn
Sample166,Ind16,11,lingcod,0,Autumn
Sample166,Ind16,11,arrowtooth flounder,0.025198929710170306,Autumn
Sample166,Ind16,11,Pacific halibut,0,Autumn
Sample167,Ind17,5,Chinook salmon,0.6045361381607584,Spring
Sample167,Ind17,5,chum salmon,0,Spring
Sample167,Ind17,5,coho salmon,0.3725531696493467,Spring
Sample167,Ind17,5,steelhead salmon,0.022142152092437594,Spring
Sample167,Ind17,5,pink salmon,0,Spring
Sample167,Ind17,5,sablefish,0,Spring
Sample167,Ind17,5,lingcod,0,Spring
Sample167,Ind17,5,arrowtooth flounder,0,Spring
Sample167,Ind17,5,Pacific halibut,0,Spring
Sample168,Ind22,6,Chinook salmon,0.9297243618814381,Spring
Sample168,Ind22,6,chum salmon,0,Spring
Sample168,Ind22,6,coho salmon,0.06214480391357275,Spring
Sample168,Ind22,6,steelhead salmon,0,Spring
Sample168,Ind22,6,pink salmon,0,Spring
Sample168,Ind22,6,sablefish,0,Spring
Sample168,Ind22,6,lingcod,0,Spring
Sample168,Ind22,6,arrowtooth flounder,0,Spring
Sample168,Ind22,6,Pacific halibut,0,Spring
Sample169,Ind17,11,Chinook salmon,0.0123298829821213,Autumn
Sample169,Ind17,11,chum salmon,0.26903225003577247,Autumn
Sample169,Ind17,11,coho salmon,0.128878578581692,Autumn
Sample169,Ind17,11,steelhead salmon,0.020495376391139387,Autumn
Sample169,Ind17,11,pink salmon,0,Autumn
Sample169,Ind17,11,sablefish,0.42040374188295954,Autumn
Sample169,Ind17,11,lingcod,0,Autumn
Sample169,Ind17,11,arrowtooth flounder,0.14799950564442613,Autumn
Sample169,Ind17,11,Pacific halibut,0,Autumn
Sample170,Ind18,5,Chinook salmon,0.8065568137492058,Spring
Sample170,Ind18,5,chum salmon,0,Spring
Sample170,Ind18,5,coho salmon,0.16453776365117823,Spring
Sample170,Ind18,5,steelhead salmon,0,Spring
Sample170,Ind18,5,pink salmon,0,Spring
Sample170,Ind18,5,sablefish,0,Spring
Sample170,Ind18,5,lingcod,0,Spring
Sample170,Ind18,5,arrowtooth flounder,0,Spring
Sample170,Ind18,5,Pacific halibut,0.024654432736058877,Spring
Sample171,Ind2,10,Chinook salmon,0.3933395945706496,Autumn
Sample171,Ind2,10,chum salmon,0.09930408691829501,Autumn
Sample171,Ind2,10,coho salmon,0.0927855441626324,Autumn
Sample171,Ind2,10,steelhead salmon,0.07242672048389344,Autumn
Sample171,Ind2,10,pink salmon,0,Autumn
Sample171,Ind2,10,sablefish,0.23398237810868203,Autumn
Sample171,Ind2,10,lingcod,0,Autumn
Sample171,Ind2,10,arrowtooth flounder,0.10788560167230085,Autumn
Sample171,Ind2,10,Pacific halibut,0,Autumn
Sample172,Ind30,4,Chinook salmon,0.27445211801647,Spring
Sample172,Ind30,4,chum salmon,0.24779790515113703,Spring
Sample172,Ind30,4,coho salmon,0.1829830649446207,Spring
Sample172,Ind30,4,steelhead salmon,0.067877924764424,Spring
Sample172,Ind30,4,pink salmon,0,Spring
Sample172,Ind30,4,sablefish,0,Spring
Sample172,Ind30,4,lingcod,0,Spring
Sample172,Ind30,4,arrowtooth flounder,0.08272864130915333,Spring
Sample172,Ind30,4,Pacific halibut,0.14416034581419498,Spring
Sample173,Ind6,2,Chinook salmon,0.38976310393550045,Winter
Sample173,Ind6,2,chum salmon,0.12279091003358246,Winter
Sample173,Ind6,2,coho salmon,0,Winter
Sample173,Ind6,2,steelhead salmon,0.07204686446638696,Winter
Sample173,Ind6,2,pink salmon,0,Winter
Sample173,Ind6,2,sablefish,0,Winter
Sample173,Ind6,2,lingcod,0.3262913097440105,Winter
Sample173,Ind6,2,arrowtooth flounder,0.02019779835147844,Winter
Sample173,Ind6,2,Pacific halibut,0.06891001346904126,Winter
Sample174,Ind22,7,Chinook salmon,0.9208405344088237,Summer
Sample174,Ind22,7,chum salmon,0,Summer
Sample174,Ind22,7,coho salmon,0.07479887143609526,Summer
Sample174,Ind22,7,steelhead salmon,0,Summer
Sample174,Ind22,7,pink salmon,0,Summer
Sample174,Ind22,7,sablefish,0,Summer
Sample174,Ind22,7,lingcod,0,Summer
Sample174,Ind22,7,arrowtooth flounder,0,Summer
Sample174,Ind22,7,Pacific halibut,0,Summer
Sample175,Ind6,4,Chinook salmon,0.3136509789214877,Spring
Sample175,Ind6,4,chum salmon,0.21666566246317084,Spring
Sample175,Ind6,4,coho salmon,0.3495619099883248,Spring
Sample175,Ind6,4,steelhead salmon,0.02641514470957311,Spring
Sample175,Ind6,4,pink salmon,0,Spring
Sample175,Ind6,4,sablefish,0,Spring
Sample175,Ind6,4,lingcod,0,Spring
Sample175,Ind6,4,arrowtooth flounder,0,Spring
Sample175,Ind6,4,Pacific halibut,0.09130721016009213,Spring
Sample176,Ind6,9,Chinook salmon,0.3143945188728257,Summer
Sample176,Ind6,9,chum salmon,0.4328604743391073,Summer
Sample176,Ind6,9,coho salmon,0.23367586338789312,Summer
Sample176,Ind6,9,steelhead salmon,0,Summer
Sample176,Ind6,9,pink salmon,0,Summer
Sample176,Ind6,9,sablefish,0,Summer
Sample176,Ind6,9,lingcod,0,Summer
Sample176,Ind6,9,arrowtooth flounder,0,Summer
Sample176,Ind6,9,Pacific halibut,0,Summer
Sample177,Ind20,9,Chinook salmon,0.46610732245110276,Summer
Sample177,Ind20,9,chum salmon,0.1467371890613766,Summer
Sample177,Ind20,9,coho salmon,0.27511818144620437,Summer
Sample177,Ind20,9,steelhead salmon,0,Summer
Sample177,Ind20,9,pink salmon,0,Summer
Sample177,Ind20,9,sablefish,0.06576627363696057,Summer
Sample177,Ind20,9,lingcod,0,Summer
Sample177,Ind20,9,arrowtooth flounder,0.018928065437059986,Summer
Sample177,Ind20,9,Pacific halibut,0.022340955637533202,Summer
Sample178,Ind28,4,Chinook salmon,0.3973560798551349,Spring
Sample178,Ind28,4,chum salmon,0.34539360106823724,Spring
Sample178,Ind28,4,coho salmon,0.1138165475354458,Spring
Sample178,Ind28,4,steelhead salmon,0,Spring
Sample178,Ind28,4,pink salmon,0,Spring
Sample178,Ind28,4,sablefish,0,Spring
Sample178,Ind28,4,lingcod,0,Spring
Sample178,Ind28,4,arrowtooth flounder,0,Spring
Sample178,Ind28,4,Pacific halibut,0.13586767756816778,Spring
Sample179,Ind15,9,Chinook salmon,0.542860472779405,Summer
Sample179,Ind15,9,chum salmon,0.1808628156383023,Summer
Sample179,Ind15,9,coho salmon,0.26256584144495254,Summer
Sample179,Ind15,9,steelhead salmon,0.012831634380811778,Summer
Sample179,Ind15,9,pink salmon,0,Summer
Sample179,Ind15,9,sablefish,0,Summer
Sample179,Ind15,9,lingcod,0,Summer
Sample179,Ind15,9,arrowtooth flounder,0,Summer
Sample179,Ind15,9,Pacific halibut,0,Summer
Sample180,Ind2,11,Chinook salmon,0.09549393279441516,Autumn
Sample180,Ind2,11,chum salmon,0.38011131998693504,Autumn
Sample180,Ind2,11,coho salmon,0.2141943552440127,Autumn
Sample180,Ind2,11,steelhead salmon,0,Autumn
Sample180,Ind2,11,pink salmon,0,Autumn
Sample180,Ind2,11,sablefish,0.15709808157548438,Autumn
Sample180,Ind2,11,lingcod,0,Autumn
Sample180,Ind2,11,arrowtooth flounder,0.14847535806305415,Autumn
Sample180,Ind2,11,Pacific halibut,0,Autumn
Sample181,Ind10,3,Chinook salmon,0.43096570895429875,Winter
Sample181,Ind10,3,chum salmon,0.15555532747893322,Winter
Sample181,Ind10,3,coho salmon,0.09396223045310384,Winter
Sample181,Ind10,3,steelhead salmon,0.09777252209152862,Winter
Sample181,Ind10,3,pink salmon,0,Winter
Sample181,Ind10,3,sablefish,0,Winter
Sample181,Ind10,3,lingcod,0.13093501732805937,Winter
Sample181,Ind10,3,arrowtooth flounder,0,Winter
Sample181,Ind10,3,Pacific halibut,0.09076863522841624,Winter
Sample182,Ind23,2,Chinook salmon,0.5447980047147554,Winter
Sample182,Ind23,2,chum salmon,0.1331081658706861,Winter
Sample182,Ind23,2,coho salmon,0,Winter
Sample182,Ind23,2,steelhead salmon,0,Winter
Sample182,Ind23,2,pink salmon,0,Winter
Sample182,Ind23,2,sablefish,0,Winter
Sample182,Ind23,2,lingcod,0.21937527915237703,Winter
Sample182,Ind23,2,arrowtooth flounder,0,Winter
Sample182,Ind23,2,Pacific halibut,0.09247944774565749,Winter
Sample183,Ind28,10,Chinook salmon,0.2801853536919843,Autumn
Sample183,Ind28,10,chum salmon,0.04167640692786342,Autumn
Sample183,Ind28,10,coho salmon,0.07997526432884611,Autumn
Sample183,Ind28,10,steelhead salmon,0.01102012534213476,Autumn
Sample183,Ind28,10,pink salmon,0,Autumn
Sample183,Ind28,10,sablefish,0.3239577949064666,Autumn
Sample183,Ind28,10,lingcod,0,Autumn
Sample183,Ind28,10,arrowtooth flounder,0.26318505480261667,Autumn
Sample183,Ind28,10,Pacific halibut,0,Autumn
Sample184,Ind30,1,Chinook salmon,0,Winter
Sample184,Ind30,1,chum salmon,0.7275444912292229,Winter
Sample184,Ind30,1,coho salmon,0,Winter
Sample184,Ind30,1,steelhead salmon,0.10153365137475617,Winter
Sample184,Ind30,1,pink salmon,0,Winter
Sample184,Ind30,1,sablefish,0,Winter
Sample184,Ind30,1,lingcod,0.16648722622317932,Winter
Sample184,Ind30,1,arrowtooth flounder,0,Winter
Sample184,Ind30,1,Pacific halibut,0,Winter
Sample185,Ind12,8,Chinook salmon,0.44866851842839484,Summer
Sample185,Ind12,8,chum salmon,0.24496997290502512,Summer
Sample185,Ind12,8,coho salmon,0.2875032745273976,Summer
Sample185,Ind12,8,steelhead salmon,0,Summer
Sample185,Ind12,8,pink salmon,0,Summer
Sample185,Ind12,8,sablefish,0,Summer
Sample185,Ind12,8,lingcod,0,Summer
Sample185,Ind12,8,arrowtooth flounder,0,Summer
Sample185,Ind12,8,Pacific halibut,0.018405828289075846,Summer
Sample186,Ind26,4,Chinook salmon,0.44341370437152877,Spring
Sample186,Ind26,4,chum salmon,0.22123558852555747,Spring
Sample186,Ind26,4,coho salmon,0.1289306403482797,Spring
Sample186,Ind26,4,steelhead salmon,0.014016359711907933,Spring
Sample186,Ind26,4,pink salmon,0,Spring
Sample186,Ind26,4,sablefish,0,Spring
Sample186,Ind26,4,lingcod,0,Spring
Sample186,Ind26,4,arrowtooth flounder,0,Spring
Sample186,Ind26,4,Pacific halibut,0.19232973492075817,Spring
Sample187,Ind9,5,Chinook salmon,0.712240632711173,Spring
Sample187,Ind9,5,chum salmon,0,Spring
Sample187,Ind9,5,coho salmon,0.26346024005582397,Spring
Sample187,Ind9,5,steelhead salmon,0.017175986561951476,Spring
Sample187,Ind9,5,pink salmon,0,Spring
Sample187,Ind9,5,sablefish,0,Spring
Sample187,Ind9,5,lingcod,0,Spring
Sample187,Ind9,5,arrowtooth flounder,0,Spring
Sample187,Ind9,5,Pacific halibut,0,Spring
Sample188,Ind1,5,Chinook salmon,0.426826908818129,Spring
Sample188,Ind1,5,chum salmon,0,Spring
Sample188,Ind1,5,coho salmon,0.5707762727510292,Spring
Sample188,Ind1,5,steelhead salmon,0,Spring
Sample188,Ind1,5,pink salmon,0,Spring
Sample188,Ind1,5,sablefish,0,Spring
Sample188,Ind1,5,lingcod,0,Spring
Sample188,Ind1,5,arrowtooth flounder,0,Spring
Sample188,Ind1,5,Pacific halibut,0,Spring
Sample189,Ind2,6,Chinook salmon,0.8991982991655803,Spring
Sample189,Ind2,6,chum salmon,0,Spring
Sample189,Ind2,6,coho salmon,0.09856128704191425,Spring
Sample189,Ind2,6,steelhead salmon,0,Spring
Sample189,Ind2,6,pink salmon,0,Spring
Sample189,Ind2,6,sablefish,0,Spring
Sample189,Ind2,6,lingcod,0,Spring
Sample189,Ind2,6,arrowtooth flounder,0,Spring
Sample189,Ind2,6,Pacific halibut,0,Spring
Sample190,Ind24,4,Chinook salmon,0.5553754306738745,Spring
Sample190,Ind24,4,chum salmon,0.2665424839419438,Spring
Sample190,Ind24,4,coho salmon,0.17403834747582939,Spring
Sample190,Ind24,4,steelhead salmon,0,Spring
Sample190,Ind24,4,pink salmon,0,Spring
Sample190,Ind24,4,sablefish,0,Spring
Sample190,Ind24,4,lingcod,0,Spring
Sample190,Ind24,4,arrowtooth flounder,0,Spring
Sample190,Ind24,4,Pacific halibut,0,Spring
Sample191,Ind24,11,Chinook salmon,0.15197394996349076,Autumn
Sample191,Ind24,11,chum salmon,0.3816401317041307,Autumn
Sample191,Ind24,11,coho salmon,0.04291636161095545,Autumn
Sample191,Ind24,11,steelhead salmon,0.049390243832222513,Autumn
Sample191,Ind24,11,pink salmon,0,Autumn
Sample191,Ind24,11,sablefish,0.2861424647255255,Autumn
Sample191,Ind24,11,lingcod,0,Autumn
Sample191,Ind24,11,arrowtooth flounder,0.061319744206006215,Autumn
Sample191,Ind24,11,Pacific halibut,0.026617103957668944,Autumn
Sample192,Ind2,9,Chinook salmon,0.32592974205551056,Summer
Sample192,Ind2,9,chum salmon,0.1208557563469514,Summer
Sample192,Ind2,9,coho salmon,0.3858851929186662,Summer
Sample192,Ind2,9,steelhead salmon,0.049153438351485126,Summer
Sample192,Ind2,9,pink salmon,0,Summer
Sample192,Ind2,9,sablefish,0.020891221544509442,Summer
Sample192,Ind2,9,lingcod,0,Summer
Sample192,Ind2,9,arrowtooth flounder,0.09456673003468558,Summer
Sample192,Ind2,9,Pacific halibut,0,Summer
Sample193,Ind25,8,Chinook salmon,0.3562711478116782,Summer
Sample193,Ind25,8,chum salmon,0.3708297522554679,Summer
Sample193,Ind25,8,coho salmon,0.262928724834928,Summer
Sample193,Ind25,8,steelhead salmon,0,Summer
Sample193,Ind25,8,pink salmon,0,Summer
Sample193,Ind25,8,sablefish,0,Summer
Sample193,Ind25,8,lingcod,0,Summer
Sample193,Ind25,8,arrowtooth flounder,0,Summer
Sample193,Ind25,8,Pacific halibut,0,Summer
Sample194,Ind28,7,Chinook salmon,0.8040202098721272,Summer
Sample194,Ind28,7,chum salmon,0,Summer
Sample194,Ind28,7,coho salmon,0.16429172928934524,Summer
Sample194,Ind28,7,steelhead salmon,0.03168806083852762,Summer
Sample194,Ind28,7,pink salmon,0,Summer
Sample194,Ind28,7,sablefish,0,Summer
Sample194,Ind28,7,lingcod,0,Summer
Sample194,Ind28,7,arrowtooth flounder,0,Summer
Sample194,Ind28,7,Pacific halibut,0,Summer
Sample195,Ind11,10,Chinook salmon,0.2314110581736482,Autumn
Sample195,Ind11,10,chum salmon,0.17732914239519684,Autumn
Sample195,Ind11,10,coho salmon,0.13443414932933884,Autumn
Sample195,Ind11,10,steelhead salmon,0.020722769503018157,Autumn
Sample195,Ind11,10,pink salmon,0,Autumn
Sample195,Ind11,10,sablefish,0.3045661004939029,Autumn
Sample195,Ind11,10,lingcod,0,Autumn
Sample195,Ind11,10,arrowtooth flounder,0.087323889066592,Autumn
Sample195,Ind11,10,Pacific halibut,0.04421289103830296,Autumn
Sample196,Ind29,12,Chinook salmon,0.09405761525739127,Autumn
Sample196,Ind29,12,chum salmon,0.28006427321795835,Autumn
Sample196,Ind29,12,coho salmon,0,Autumn
Sample196,Ind29,12,steelhead salmon,0,Autumn
Sample196,Ind29,12,pink salmon,0,Autumn
Sample196,Ind29,12,sablefish,0.11404610123542044,Autumn
Sample196,Ind29,12,lingcod,0,Autumn
Sample196,Ind29,12,arrowtooth flounder,0.502928676043206,Autumn
Sample196,Ind29,12,Pacific halibut,0,Autumn
Sample197,Ind30,10,Chinook salmon,0.283433341339608,Autumn
Sample197,Ind30,10,chum salmon,0.16808226128876158,Autumn
Sample197,Ind30,10,coho salmon,0.10089616939974735,Autumn
Sample197,Ind30,10,steelhead salmon,0.04229567194529849,Autumn
Sample197,Ind30,10,pink salmon,0,Autumn
Sample197,Ind30,10,sablefish,0.21177753682608097,Autumn
Sample197,Ind30,10,lingcod,0,Autumn
Sample197,Ind30,10,arrowtooth flounder,0.13956717414212613,Autumn
Sample197,Ind30,10,Pacific halibut,0.05394784505837756,Autumn
Sample198,Ind14,7,Chinook salmon,0.8378788801047484,Summer
Sample198,Ind14,7,chum salmon,0,Summer
Sample198,Ind14,7,coho salmon,0.15633480921163997,Summer
Sample198,Ind14,7,steelhead salmon,0,Summer
Sample198,Ind14,7,pink salmon,0,Summer
Sample198,Ind14,7,sablefish,0,Summer
Sample198,Ind14,7,lingcod,0,Summer
Sample198,Ind14,7,arrowtooth flounder,0,Summer
Sample198,Ind14,7,Pacific halibut,0,Summer
Sample199,Ind2,11,Chinook salmon,0.030129025807520228,Autumn
Sample199,Ind2,11,chum salmon,0.26835867008533526,Autumn
Sample199,Ind2,11,coho salmon,0.14016841184314546,Autumn
Sample199,Ind2,11,steelhead salmon,0,Autumn
Sample199,Ind2,11,pink salmon,0,Autumn
Sample199,Ind2,11,sablefish,0.3331821865040877,Autumn
Sample199,Ind2,11,lingcod,0,Autumn
Sample199,Ind2,11,arrowtooth flounder,0.22116078657149793,Autumn
Sample199,Ind2,11,Pacific halibut,0,Autumn
Sample200,Ind28,7,Chinook salmon,0.9042210890208052,Summer
Sample200,Ind28,7,chum salmon,0,Summer
Sample200,Ind28,7,coho salmon,0.09058466412715072,Summer
Sample200,Ind28,7,steelhead salmon,0,Summer
Sample200,Ind28,7,pink salmon,0,Summer
Sample200,Ind28,7,sablefish,0,Summer
Sample200,Ind28,7,lingcod,0,Summer
Sample200,Ind28,7,arrowtooth flounder,0,Summer
Sample200,Ind28,7,Pacific halibut,0,Summer
Sample201,Ind2,6,Chinook salmon,0.8813185264500415,Spring
Sample201,Ind2,6,chum salmon,0,Spring
Sample201,Ind2,6,coho salmon,0.09606697601825297,Spring
Sample201,Ind2,6,steelhead salmon,0.022614497531705517,Spring
Sample201,Ind2,6,pink salmon,0,Spring
Sample201,Ind2,6,sablefish,0,Spring
Sample201,Ind2,6,lingcod,0,Spring
Sample201,Ind2,6,arrowtooth flounder,0,Spring
Sample201,Ind2,6,Pacific halibut,0,Spring
Sample202,Ind27,9,Chinook salmon,0.4599666664008535,Summer
Sample202,Ind27,9,chum salmon,0.10750208295507205,Summer
Sample202,Ind27,9,coho salmon,0.31173394486557676,Summer
Sample202,Ind27,9,steelhead salmon,0.013685516698675588,Summer
Sample202,Ind27,9,pink salmon,0,Summer
Sample202,Ind27,9,sablefish,0.09479112894422963,Summer
Sample202,Ind27,9,lingcod,0,Summer
Sample202,Ind27,9,arrowtooth flounder,0.011867475710952051,Summer
Sample202,Ind27,9,Pacific halibut,0,Summer
Sample203,Ind10,11,Chinook salmon,0,Autumn
Sample203,Ind10,11,chum salmon,0.23710380702795128,Autumn
Sample203,Ind10,11,coho salmon,0.22805069505307746,Autumn
Sample203,Ind10,11,steelhead salmon,0.07731627171063898,Autumn
Sample203,Ind10,11,pink salmon,0,Autumn
Sample203,Ind10,11,sablefish,0.24283940049716157,Autumn
Sample203,Ind10,11,lingcod,0,Autumn
Sample203,Ind10,11,arrowtooth flounder,0.21270110195740388,Autumn
Sample203,Ind10,11,Pacific halibut,0,Autumn
Sample204,Ind25,2,Chinook salmon,0.4312159348219615,Winter
Sample204,Ind25,2,chum salmon,0.20865108434787183,Winter
Sample204,Ind25,2,coho salmon,0,Winter
Sample204,Ind25,2,steelhead salmon,0,Winter
Sample204,Ind25,2,pink salmon,0,Winter
Sample204,Ind25,2,sablefish,0,Winter
Sample204,Ind25,2,lingcod,0.17768670174848347,Winter
Sample204,Ind25,2,arrowtooth flounder,0,Winter
Sample204,Ind25,2,Pacific halibut,0.18037596740520823,Winter
Sample205,Ind28,9,Chinook salmon,0.46319820454986277,Summer
Sample205,Ind28,9,chum salmon,0.1669050105856312,Summer
Sample205,Ind28,9,coho salmon,0.3494881367904102,Summer
Sample205,Ind28,9,steelhead salmon,0,Summer
Sample205,Ind28,9,pink salmon,0,Summer
Sample205,Ind28,9,sablefish,0,Summer
Sample205,Ind28,9,lingcod,0,Summer
Sample205,Ind28,9,arrowtooth flounder,0,Summer
Sample205,Ind28,9,Pacific halibut,0.010656718352852744,Summer
Sample206,Ind22,12,Chinook salmon,0.15186750440435376,Autumn
Sample206,Ind22,12,chum salmon,0.25654386419410247,Autumn
Sample206,Ind22,12,coho salmon,0,Autumn
Sample206,Ind22,12,steelhead salmon,0.03457387856192615,Autumn
Sample206,Ind22,12,pink salmon,0,Autumn
Sample206,Ind22,12,sablefish,0.049589155733937705,Autumn
Sample206,Ind22,12,lingcod,0.07217205904572327,Autumn
Sample206,Ind22,12,arrowtooth flounder,0.34273681794643907,Autumn
Sample206,Ind22,12,Pacific halibut,0.09251672011351751,Autumn
Sample207,Ind5,1,Chinook salmon,0.03421591425398732,Winter
Sample207,Ind5,1,chum salmon,0.3425075590153406,Winter
Sample207,Ind5,1,coho salmon,0,Winter
Sample207,Ind5,1,steelhead salmon,0.03803042814000889,Winter
Sample207,Ind5,1,pink salmon,0,Winter
Sample207,Ind5,1,sablefish,0,Winter
Sample207,Ind5,1,lingcod,0.45957866152268206,Winter
Sample207,Ind5,1,arrowtooth flounder,0.12473380476056556,Winter
Sample207,Ind5,1,Pacific halibut,0,Winter
Sample208,Ind10,6,Chinook salmon,0.835940822602247,Spring
Sample208,Ind10,6,chum salmon,0,Spring
Sample208,Ind10,6,coho salmon,0.1502902012181268,Spring
Sample208,Ind10,6,steelhead salmon,0.0137689761796262,Spring
Sample208,Ind10,6,pink salmon,0,Spring
Sample208,Ind10,6,sablefish,0,Spring
Sample208,Ind10,6,lingcod,0,Spring
Sample208,Ind10,6,arrowtooth flounder,0,Spring
Sample208,Ind10,6,Pacific halibut,0,Spring
Sample209,Ind17,7,Chinook salmon,0.7574542524785512,Summer
Sample209,Ind17,7,chum salmon,0,Summer
Sample209,Ind17,7,coho salmon,0.24069422267713023,Summer
Sample209,Ind17,7,steelhead salmon,0,Summer
Sample209,Ind17,7,pink salmon,0,Summer
Sample209,Ind17,7,sablefish,0,Summer
Sample209,Ind17,7,lingcod,0,Summer
Sample209,Ind17,7,arrowtooth flounder,0,Summer
Sample209,Ind17,7,Pacific halibut,0,Summer
Sample210,Ind17,3,Chinook salmon,0.34221332501164864,Winter
Sample210,Ind17,3,chum salmon,0.0450939199307112,Winter
Sample210,Ind17,3,coho salmon,0.2891913762028252,Winter
Sample210,Ind17,3,steelhead salmon,0,Winter
Sample210,Ind17,3,pink salmon,0,Winter
Sample210,Ind17,3,sablefish,0,Winter
Sample210,Ind17,3,lingcod,0.1573916581575508,Winter
Sample210,Ind17,3,arrowtooth flounder,0,Winter
Sample210,Ind17,3,Pacific halibut,0.16023706219876074,Winter
Sample211,Ind5,10,Chinook salmon,0.2178395785057999,Autumn
Sample211,Ind5,10,chum salmon,0.09573127745594838,Autumn
Sample211,Ind5,10,coho salmon,0.1258871748028777,Autumn
Sample211,Ind5,10,steelhead salmon,0,Autumn
Sample211,Ind5,10,pink salmon,0,Autumn
Sample211,Ind5,10,sablefish,0.3759726067007744,Autumn
Sample211,Ind5,10,lingcod,0,Autumn
Sample211,Ind5,10,arrowtooth flounder,0.04891405338711828,Autumn
Sample211,Ind5,10,Pacific halibut,0.13071250789636557,Autumn
Sample212,Ind3,6,Chinook salmon,0.8219022203926821,Spring
Sample212,Ind3,6,chum salmon,0,Spring
Sample212,Ind3,6,coho salmon,0.03643504396164634,Spring
Sample212,Ind3,6,steelhead salmon,0.14166273564567156,Spring
Sample212,Ind3,6,pink salmon,0,Spring
Sample212,Ind3,6,sablefish,0,Spring
Sample212,Ind3,6,lingcod,0,Spring
Sample212,Ind3,6,arrowtooth flounder,0,Spring
Sample212,Ind3,6,Pacific halibut,0,Spring
Sample213,Ind14,1,Chinook salmon,0.019460969993773485,Winter
Sample213,Ind14,1,chum salmon,0.3145023155441788,Winter
Sample213,Ind14,1,coho salmon,0,Winter
Sample213,Ind14,1,steelhead salmon,0.010017106156977042,Winter
Sample213,Ind14,1,pink salmon,0,Winter
Sample213,Ind14,1,sablefish,0,Winter
Sample213,Ind14,1,lingcod,0.5213136354844982,Winter
Sample213,Ind14,1,arrowtooth flounder,0.13455364193146263,Winter
Sample213,Ind14,1,Pacific halibut,0,Winter
Sample214,Ind14,11,Chinook salmon,0.02257975500875259,Autumn
Sample214,Ind14,11,chum salmon,0.3283430704834073,Autumn
Sample214,Ind14,11,coho salmon,0.21377755365846932,Autumn
Sample214,Ind14,11,steelhead salmon,0,Autumn
Sample214,Ind14,11,pink salmon,0,Autumn
Sample214,Ind14,11,sablefish,0.2663584671215112,Autumn
Sample214,Ind14,11,lingcod,0,Autumn
Sample214,Ind14,11,arrowtooth flounder,0.15882986710969857,Autumn
Sample214,Ind14,11,Pacific halibut,0,Autumn
Sample215,Ind28,10,Chinook salmon,0.2878034957122508,Autumn
Sample215,Ind28,10,chum salmon,0.171157314379822,Autumn
Sample215,Ind28,10,coho salmon,0.12028117491343225,Autumn
Sample215,Ind28,10,steelhead salmon,0,Autumn
Sample215,Ind28,10,pink salmon,0,Autumn
Sample215,Ind28,10,sablefish,0.2517453367113956,Autumn
Sample215,Ind28,10,lingcod,0,Autumn
Sample215,Ind28,10,arrowtooth flounder,0.16723981374970434,Autumn
Sample215,Ind28,10,Pacific halibut,0,Autumn
Sample216,Ind26,10,Chinook salmon,0.38794294618286895,Autumn
Sample216,Ind26,10,chum salmon,0.14940255840599834,Autumn
Sample216,Ind26,10,coho salmon,0.12183197440255765,Autumn
Sample216,Ind26,10,steelhead salmon,0.05080301710913183,Autumn
Sample216,Ind26,10,pink salmon,0,Autumn
Sample216,Ind26,10,sablefish,0.16684164626324663,Autumn
Sample216,Ind26,10,lingcod,0,Autumn
Sample216,Ind26,10,arrowtooth flounder,0.12271645920752128,Autumn
Sample216,Ind26,10,Pacific halibut,0,Autumn
Sample217,Ind1,10,Chinook salmon,0.46594503545355304,Autumn
Sample217,Ind1,10,chum salmon,0.24159278234529688,Autumn
Sample217,Ind1,10,coho salmon,0.08860839726780544,Autumn
Sample217,Ind1,10,steelhead salmon,0,Autumn
Sample217,Ind1,10,pink salmon,0,Autumn
